state,district,total_cultivated_area_ha,dominant_crop,dominant_crop_area_ha,top_crops_summary
Tamil Nadu,Villupuram,223813.9,Rice,53300.6,Rice: 53300.6ha; Sugarcane: 48011.0ha; Urad: 44860.4ha; Groundnut: 17331.9ha; Tapioca: 12846.2ha
Tamil Nadu,Virudhunagar,64098.1,Maize,13542.4,Maize: 13542.4ha; Coconut: 10093.5ha; Cotton(lint): 9220.6ha; Rice: 7709.9ha; Jowar: 6052.2ha
Telangana,Adilabad,215530.1,Cotton(lint),132645.8,Cotton(lint): 132645.8ha; Soyabean: 32242.0ha; Gram: 22338.8ha; Arhar/Tur: 18029.2ha; Jowar: 3529.4ha
Telangana,Bhadradri,89798.9,Cotton(lint),45216.5,Cotton(lint): 45216.5ha; Rice: 30245.4ha; Maize: 5559.6ha; Dry chillies: 2949.8ha; Cashewnut: 1502.2ha
Telangana,Dadra And Nagar Haveli,11304.0,Rice,8400.0,Rice: 8400.0ha; Ragi: 900.0ha; Urad: 900.0ha; Arhar/Tur: 700.0ha; Other Rabi pulses: 160.0ha
Telangana,Daman,1432.0,Rice,1432.0,Rice: 1432.0ha
Telangana,Diu,496.0,Bajra,496.0,Bajra: 496.0ha
Telangana,Hanumakonda,74925.5,Cotton(lint),30888.0,Cotton(lint): 30888.0ha; Rice: 28424.5ha; Maize: 13365.0ha; Arhar/Tur: 689.0ha; Turmeric: 446.0ha
Telangana,Jagitial,121947.8,Rice,61634.9,Rice: 61634.9ha; Maize: 16173.9ha; Turmeric: 13052.0ha; Cotton(lint): 10860.8ha; Sesamum: 6868.2ha
Telangana,Jangoan,108700.5,Cotton(lint),66928.5,Cotton(lint): 66928.5ha; Rice: 28075.0ha; Maize: 7286.2ha; Arhar/Tur: 2993.6ha; Groundnut: 1100.2ha
Telangana,Jayashankar,103215.1,Cotton(lint),58057.5,Cotton(lint): 58057.5ha; Rice: 33720.5ha; Dry chillies: 5919.9ha; Maize: 2991.4ha; Turmeric: 633.0ha
Telangana,Jogulamba,128022.2,Cotton(lint),58360.5,Cotton(lint): 58360.5ha; Rice: 15113.4ha; Gram: 13330.2ha; Arhar/Tur: 10174.3ha; Groundnut: 8886.9ha
Telangana,Kamareddy,163307.3,Rice,51398.8,Rice: 51398.8ha; Soyabean: 32665.8ha; Gram: 21083.8ha; Maize: 20797.8ha; Cotton(lint): 15782.8ha
Telangana,Karimnagar,118840.5,Rice,58664.4,Rice: 58664.4ha; Cotton(lint): 45146.8ha; Maize: 11847.1ha; Arhar/Tur: 1059.2ha; Groundnut: 925.6ha
Telangana,Khammam,189940.9,Cotton(lint),94580.8,Cotton(lint): 94580.8ha; Rice: 58079.9ha; Maize: 12405.5ha; Dry chillies: 11674.2ha; Moong(Green Gram): 5892.6ha
Telangana,Komaram Bheem Asifabad,122708.7,Cotton(lint),92786.2,Cotton(lint): 92786.2ha; Rice: 8516.0ha; Arhar/Tur: 7850.6ha; Soyabean: 6372.0ha; Jowar: 2292.9ha
Telangana,Mahabubabad,103055.9,Cotton(lint),37499.8,Cotton(lint): 37499.8ha; Rice: 30924.8ha; Maize: 10775.5ha; Dry chillies: 7324.0ha; Moong(Green Gram): 5826.2ha
Telangana,Mahbubnagar,146348.0,Cotton(lint),45890.2,Cotton(lint): 45890.2ha; Arhar/Tur: 37077.2ha; Rice: 20145.0ha; Maize: 18237.4ha; Jowar: 9228.6ha
Telangana,Mancherial,95238.4,Cotton(lint),59523.8,Cotton(lint): 59523.8ha; Rice: 31699.6ha; Arhar/Tur: 1411.2ha; Maize: 660.8ha; Dry chillies: 530.2ha
Telangana,Medak,70804.3,Rice,34748.9,Rice: 34748.9ha; Cotton(lint): 15910.2ha; Maize: 12310.0ha; Arhar/Tur: 1950.2ha; Moong(Green Gram): 1330.4ha
Telangana,Medchal,4745.5,Rice,3759.8,Rice: 3759.8ha; Maize: 572.5ha; Arhar/Tur: 135.0ha; Cotton(lint): 113.0ha; Gram: 77.7ha
Telangana,Medchal Malkajgiri,5562.0,Rice,4508.0,Rice: 4508.0ha; Maize: 626.0ha; Cotton(lint): 174.0ha; Arhar/Tur: 122.0ha; Jowar: 65.5ha
Telangana,Mulugu,45189.9,Rice,25924.5,Rice: 25924.5ha; Cotton(lint): 11836.0ha; Dry chillies: 3784.5ha; Maize: 2033.2ha; Urad: 392.5ha
Telangana,Nagarkurnool,199744.0,Cotton(lint),113902.5,Cotton(lint): 113902.5ha; Maize: 34548.6ha; Groundnut: 24056.9ha; Rice: 17256.9ha; Arhar/Tur: 4692.9ha
Telangana,Nalgonda,345971.0,Cotton(lint),234783.2,Cotton(lint): 234783.2ha; Rice: 94488.9ha; Arhar/Tur: 9941.0ha; Groundnut: 2721.2ha; Dry chillies: 1300.1ha
Telangana,Narayanapet,147275.5,Arhar/Tur,59861.5,Arhar/Tur: 59861.5ha; Cotton(lint): 52853.0ha; Rice: 22629.8ha; Castor seed: 3641.0ha; Jowar: 2835.2ha
Telangana,Nirmal,175100.1,Cotton(lint),55640.8,Cotton(lint): 55640.8ha; Soyabean: 39224.5ha; Rice: 24573.5ha; Maize: 14964.4ha; Gram: 13701.0ha
Telangana,Nizamabad,186386.1,Rice,100193.5,Rice: 100193.5ha; Soyabean: 31705.8ha; Turmeric: 14782.8ha; Maize: 14430.8ha; Gram: 11035.5ha
Telangana,Peddapalli,97108.3,Rice,54893.5,Rice: 54893.5ha; Cotton(lint): 34033.0ha; Maize: 3543.2ha; Bajra: 2621.0ha; Arhar/Tur: 528.6ha
Telangana,Rajanna,82583.0,Cotton(lint),48710.0,Cotton(lint): 48710.0ha; Rice: 29557.6ha; Maize: 1562.1ha; Arhar/Tur: 1280.5ha; Moong(Green Gram): 364.1ha
Telangana,Rangareddi,124357.5,Cotton(lint),71216.2,Cotton(lint): 71216.2ha; Maize: 26545.5ha; Rice: 11801.4ha; Arhar/Tur: 6809.2ha; Jowar: 3614.1ha
Telangana,Sangareddy,234334.1,Cotton(lint),103823.5,Cotton(lint): 103823.5ha; Soyabean: 23090.0ha; Arhar/Tur: 22386.0ha; Moong(Green Gram): 17306.0ha; Rice: 15162.9ha
Telangana,Siddipet,169312.8,Cotton(lint),73765.2,Cotton(lint): 73765.2ha; Rice: 41249.8ha; Maize: 40299.5ha; Arhar/Tur: 7086.5ha; Gram: 3244.8ha
Telangana,Suryapet,165921.5,Rice,93979.6,Rice: 93979.6ha; Cotton(lint): 49171.5ha; Moong(Green Gram): 8137.7ha; Arhar/Tur: 6906.8ha; Groundnut: 2976.5ha
Telangana,The Dadra And Nagar Haveli And Daman And Diu,0.0,Wheat,0.0,Wheat: 0.0ha
Telangana,Vikarabad,136803.1,Cotton(lint),53761.2,Cotton(lint): 53761.2ha; Arhar/Tur: 28658.6ha; Maize: 15507.4ha; Rice: 9984.2ha; Moong(Green Gram): 7994.0ha
Telangana,Wanaparthy,74770.2,Rice,32783.0,Rice: 32783.0ha; Groundnut: 11375.0ha; Arhar/Tur: 9017.7ha; Maize: 7305.2ha; Gram: 3215.0ha
Telangana,Warangal,134761.4,Cotton(lint),68041.2,Cotton(lint): 68041.2ha; Rice: 30594.6ha; Maize: 21124.6ha; Turmeric: 6285.0ha; Dry chillies: 3226.1ha
Telangana,Warangal Urban,61939.8,Cotton(lint),32762.3,Cotton(lint): 32762.3ha; Rice: 16911.2ha; Maize: 10080.3ha; Arhar/Tur: 602.8ha; Turmeric: 469.7ha
Telangana,Yadadri,125787.6,Cotton(lint),62982.5,Cotton(lint): 62982.5ha; Rice: 49497.4ha; Arhar/Tur: 10143.5ha; Maize: 1254.0ha; Jowar: 765.1ha
Tripura,Dhalai,18242.2,Rice,8582.4,Rice: 8582.4ha; Maize: 1542.6ha; Arhar/Tur: 1416.8ha; Sesamum: 1341.5ha; Rapeseed &Mustard: 1129.8ha
Tripura,Gomati,16851.6,Rice,9646.6,Rice: 9646.6ha; Maize: 1248.4ha; Rapeseed &Mustard: 1207.0ha; Sesamum: 1000.8ha; Arhar/Tur: 798.8ha
Tripura,Khowai,11859.4,Rice,6453.1,Rice: 6453.1ha; Rapeseed &Mustard: 1112.5ha; Maize: 879.4ha; Sesamum: 664.2ha; Arhar/Tur: 603.2ha
Tripura,North Tripura,14435.3,Rice,7244.2,Rice: 7244.2ha; Rapeseed &Mustard: 1183.0ha; Sesamum: 1114.2ha; Maize: 1029.6ha; Arhar/Tur: 768.8ha
Tripura,Sepahijala,16477.4,Rice,12589.0,Rice: 12589.0ha; Rapeseed &Mustard: 689.8ha; Sesamum: 617.8ha; Maize: 552.6ha; Peas & beans (Pulses): 389.8ha
Tripura,South Tripura,17241.6,Rice,11240.3,Rice: 11240.3ha; Rapeseed &Mustard: 922.2ha; Sesamum: 805.2ha; Maize: 792.9ha; Arhar/Tur: 582.8ha
Tripura,Unakoti,9054.6,Rice,5538.4,Rice: 5538.4ha; Rapeseed &Mustard: 598.5ha; Cowpea(Lobia): 459.0ha; Maize: 406.9ha; Arhar/Tur: 359.0ha
Tripura,West Tripura,12305.4,Rice,6698.0,Rice: 6698.0ha; Maize: 1178.8ha; Rapeseed &Mustard: 887.0ha; Sesamum: 649.5ha; Arhar/Tur: 497.2ha
Uttar Pradesh,Agra,383863.4,Wheat,133836.5,Wheat: 133836.5ha; Bajra: 117631.8ha; Potato: 59631.2ha; Rapeseed &Mustard: 55480.5ha; Barley: 6381.5ha
Uttar Pradesh,Aligarh,461341.4,Wheat,221773.0,Wheat: 221773.0ha; Bajra: 85363.8ha; Rice: 70256.0ha; Potato: 23823.5ha; Rapeseed &Mustard: 23094.5ha
Uttar Pradesh,Allahabad,472287.3,Wheat,213751.8,Wheat: 213751.8ha; Rice: 160718.2ha; Bajra: 24119.0ha; Gram: 14730.8ha; Arhar/Tur: 14248.5ha
Uttar Pradesh,Ambedkar Nagar,268249.7,Wheat,118963.2,Wheat: 118963.2ha; Rice: 116956.8ha; Sugarcane: 11736.8ha; Rapeseed &Mustard: 4873.0ha; Potato: 3825.2ha
Uttar Pradesh,Amethi,258845.3,Wheat,127825.2,Wheat: 127825.2ha; Rice: 94176.4ha; Peas & beans (Pulses): 5121.2ha; Urad: 4450.1ha; Potato: 4286.2ha
Uttar Pradesh,Amroha,205707.1,Wheat,90279.5,Wheat: 90279.5ha; Sugarcane: 76490.2ha; Rice: 25712.2ha; Potato: 3441.5ha; Rapeseed &Mustard: 3219.0ha
Uttar Pradesh,Auraiya,212960.5,Wheat,101442.8,Wheat: 101442.8ha; Rice: 39663.8ha; Bajra: 30679.2ha; Rapeseed &Mustard: 14196.0ha; Potato: 4911.5ha
Uttar Pradesh,Azamgarh,453458.1,Wheat,232570.2,Wheat: 232570.2ha; Rice: 170663.0ha; Sugarcane: 20094.0ha; Arhar/Tur: 7085.8ha; Peas & beans (Pulses): 6177.2ha
Uttar Pradesh,Baghpat,140552.0,Sugarcane,74535.8,Sugarcane: 74535.8ha; Wheat: 55228.8ha; Rice: 6262.5ha; Rapeseed &Mustard: 1901.0ha; Bajra: 851.0ha
Uttar Pradesh,Bahraich,444468.4,Rice,162076.5,Rice: 162076.5ha; Wheat: 161284.0ha; Masoor: 49257.2ha; Maize: 27224.9ha; Sugarcane: 22485.2ha
Uttar Pradesh,Ballia,296684.1,Wheat,137103.2,Wheat: 137103.2ha; Rice: 93261.8ha; Masoor: 19020.0ha; Maize: 10649.5ha; Potato: 8856.2ha
Uttar Pradesh,Balrampur,277520.4,Rice,88255.0,Rice: 88255.0ha; Wheat: 86020.2ha; Sugarcane: 44145.2ha; Masoor: 25682.8ha; Rapeseed &Mustard: 18361.5ha
Uttar Pradesh,Banda,411806.3,Wheat,169425.5,Wheat: 169425.5ha; Gram: 84793.5ha; Rice: 52946.8ha; Masoor: 34074.8ha; Jowar: 23110.0ha
Uttar Pradesh,Barabanki,422864.2,Rice,182266.0,Rice: 182266.0ha; Wheat: 166012.5ha; Rapeseed &Mustard: 21543.2ha; Potato: 16248.8ha; Masoor: 12287.2ha
Uttar Pradesh,Bareilly,415165.4,Wheat,201767.2,Wheat: 201767.2ha; Sugarcane: 94830.8ha; Rice: 77815.0ha; Rapeseed &Mustard: 16768.2ha; Bajra: 7066.8ha
Uttar Pradesh,Basti,263034.2,Wheat,119669.2,Wheat: 119669.2ha; Rice: 84162.0ha; Sugarcane: 41306.8ha; Peas & beans (Pulses): 4294.8ha; Arhar/Tur: 3188.2ha
Uttar Pradesh,Bijnor,388932.7,Sugarcane,203154.2,Sugarcane: 203154.2ha; Wheat: 149949.2ha; Rice: 27108.8ha; Rapeseed &Mustard: 5296.8ha; Urad: 876.2ha
Uttar Pradesh,Budaun,493546.2,Wheat,233449.8,Wheat: 233449.8ha; Bajra: 92679.0ha; Rice: 46050.1ha; Rapeseed &Mustard: 37246.8ha; Sugarcane: 28532.8ha
Uttar Pradesh,Bulandshahr,364440.0,Wheat,195148.8,Wheat: 195148.8ha; Rice: 52423.9ha; Sugarcane: 49418.8ha; Maize: 17248.0ha; Bajra: 13193.2ha
Uttar Pradesh,Chandauli,219449.7,Wheat,102986.8,Wheat: 102986.8ha; Rice: 91417.6ha; Masoor: 9843.5ha; Bajra: 5037.2ha; Arhar/Tur: 2888.8ha
Uttar Pradesh,Chitrakoot,185097.0,Wheat,50789.8,Wheat: 50789.8ha; Gram: 44499.8ha; Masoor: 20427.2ha; Jowar: 17520.5ha; Arhar/Tur: 16661.8ha
Uttar Pradesh,Deoria,265606.8,Wheat,152653.5,Wheat: 152653.5ha; Rice: 88223.7ha; Sugarcane: 9071.5ha; Arhar/Tur: 4645.5ha; Maize: 2524.8ha
Uttar Pradesh,Etah,254971.3,Wheat,135657.5,Wheat: 135657.5ha; Bajra: 46570.0ha; Rice: 13859.4ha; Rapeseed &Mustard: 13444.5ha; Maize: 8946.7ha
Uttar Pradesh,Etawah,235096.1,Wheat,96664.5,Wheat: 96664.5ha; Rice: 51843.8ha; Bajra: 36726.8ha; Potato: 16761.0ha; Rapeseed &Mustard: 16109.5ha
Uttar Pradesh,Faizabad,232474.3,Wheat,109110.0,Wheat: 109110.0ha; Rice: 78639.6ha; Sugarcane: 21350.0ha; Potato: 4316.2ha; Rapeseed &Mustard: 4272.2ha
Uttar Pradesh,Farrukhabad,170842.9,Wheat,75944.0,Wheat: 75944.0ha; Potato: 33702.8ha; Rice: 11775.0ha; Maize: 10843.2ha; Sugarcane: 8245.0ha
Uttar Pradesh,Fatehpur,396306.8,Wheat,174468.0,Wheat: 174468.0ha; Rice: 83246.8ha; Gram: 38871.2ha; Arhar/Tur: 16589.0ha; Rapeseed &Mustard: 16148.5ha
Uttar Pradesh,Firozabad,269142.9,Wheat,98088.8,Wheat: 98088.8ha; Bajra: 75709.8ha; Potato: 47866.0ha; Rice: 13144.6ha; Rapeseed &Mustard: 11703.5ha
Uttar Pradesh,Gautam Buddha Nagar,71734.2,Wheat,43741.0,Wheat: 43741.0ha; Rice: 11863.6ha; Bajra: 5090.2ha; Jowar: 3625.0ha; Arhar/Tur: 2114.2ha
Uttar Pradesh,Ghaziabad,63802.2,Wheat,28474.2,Wheat: 28474.2ha; Sugarcane: 22167.8ha; Rice: 9506.0ha; Rapeseed &Mustard: 1648.8ha; Arhar/Tur: 766.2ha
Uttar Pradesh,Ghazipur,366626.4,Wheat,175295.8,Wheat: 175295.8ha; Rice: 120202.4ha; Bajra: 15176.0ha; Masoor: 10748.5ha; Potato: 10747.2ha
Uttar Pradesh,Gonda,389100.3,Wheat,153118.2,Wheat: 153118.2ha; Rice: 101711.0ha; Sugarcane: 78779.8ha; Maize: 16289.9ha; Masoor: 13859.8ha
Uttar Pradesh,Gorakhpur,314314.9,Wheat,188951.0,Wheat: 188951.0ha; Rice: 86083.6ha; Banana: 14424.5ha; Potato: 4440.8ha; Rapeseed &Mustard: 4042.5ha
Uttar Pradesh,Hamirpur,347725.0,Wheat,118276.2,Wheat: 118276.2ha; Gram: 84963.2ha; Sesamum: 33417.0ha; Masoor: 24282.0ha; Urad: 19338.8ha
Uttar Pradesh,Hapur,106357.5,Wheat,42297.2,Wheat: 42297.2ha; Sugarcane: 37968.2ha; Rice: 16812.8ha; Potato: 3554.8ha; Rapeseed &Mustard: 2794.8ha
Uttar Pradesh,Hardoi,524404.2,Wheat,313991.2,Wheat: 313991.2ha; Rice: 72696.0ha; Sugarcane: 38180.0ha; Sesamum: 18062.5ha; Rapeseed &Mustard: 14724.0ha
Uttar Pradesh,Hathras,202740.8,Wheat,81307.8,Wheat: 81307.8ha; Bajra: 42533.5ha; Potato: 42181.0ha; Rice: 13536.0ha; Rapeseed &Mustard: 10744.5ha
Uttar Pradesh,Jalaun,387751.7,Wheat,150157.5,Wheat: 150157.5ha; Peas & beans (Pulses): 71896.8ha; Sesamum: 37892.8ha; Gram: 35341.5ha; Masoor: 28326.5ha
Uttar Pradesh,Jaunpur,406174.5,Wheat,209198.0,Wheat: 209198.0ha; Rice: 119362.8ha; Maize: 14953.8ha; Potato: 12964.5ha; Arhar/Tur: 9695.8ha
Uttar Pradesh,Jhansi,480222.1,Wheat,162267.8,Wheat: 162267.8ha; Sesamum: 84502.2ha; Gram: 54531.8ha; Peas & beans (Pulses): 51237.5ha; Urad: 42981.0ha
Uttar Pradesh,Kannauj,184833.2,Wheat,78152.8,Wheat: 78152.8ha; Potato: 48175.8ha; Maize: 18292.8ha; Rice: 16414.0ha; Rapeseed &Mustard: 8214.5ha
Uttar Pradesh,Kanpur Dehat,263659.7,Wheat,121292.0,Wheat: 121292.0ha; Rice: 33249.2ha; Gram: 23564.2ha; Rapeseed &Mustard: 23534.2ha; Bajra: 16898.8ha
Uttar Pradesh,Kanpur Nagar,222011.0,Wheat,104281.0,Wheat: 104281.0ha; Rice: 26946.2ha; Gram: 15375.0ha; Rapeseed &Mustard: 14135.8ha; Jowar: 12420.5ha
Uttar Pradesh,Kasganj,213271.7,Wheat,95826.8,Wheat: 95826.8ha; Bajra: 40531.5ha; Maize: 16254.4ha; Rice: 12670.4ha; Rapeseed &Mustard: 10554.0ha
Uttar Pradesh,Kaushambi,170941.3,Wheat,74740.0,Wheat: 74740.0ha; Rice: 46195.0ha; Bajra: 10196.8ha; Gram: 8648.2ha; Arhar/Tur: 6357.8ha
Uttar Pradesh,Kheri,590092.0,Sugarcane,242875.2,Sugarcane: 242875.2ha; Wheat: 193569.0ha; Rice: 90409.8ha; Rapeseed &Mustard: 27350.5ha; Masoor: 13046.2ha
Uttar Pradesh,Kushi Nagar,317813.8,Wheat,118785.0,Wheat: 118785.0ha; Rice: 96466.0ha; Sugarcane: 70139.2ha; Banana: 11539.2ha; Rapeseed &Mustard: 9982.5ha
Uttar Pradesh,Lalitpur,435219.3,Wheat,170905.0,Wheat: 170905.0ha; Urad: 92378.7ha; Peas & beans (Pulses): 57426.2ha; Maize: 23576.5ha; Gram: 18725.8ha
Uttar Pradesh,Lucknow,158343.0,Wheat,81023.8,Wheat: 81023.8ha; Rice: 54726.2ha; Potato: 4818.0ha; Rapeseed &Mustard: 4415.8ha; Urad: 2831.9ha
Uttar Pradesh,Maharajganj,300172.2,Wheat,147774.2,Wheat: 147774.2ha; Rice: 109448.5ha; Sugarcane: 18627.8ha; Masoor: 9572.8ha; Banana: 4289.8ha
Uttar Pradesh,Mahoba,303992.5,Wheat,72188.0,Wheat: 72188.0ha; Gram: 54673.8ha; Urad: 45003.2ha; Peas & beans (Pulses): 31954.5ha; Sesamum: 27614.0ha
Uttar Pradesh,Mainpuri,268682.4,Wheat,150868.2,Wheat: 150868.2ha; Rice: 41920.8ha; Bajra: 18370.5ha; Potato: 13951.8ha; Maize: 13615.0ha
Uttar Pradesh,Mathura,358038.1,Wheat,198548.5,Wheat: 198548.5ha; Rice: 48065.0ha; Rapeseed &Mustard: 46855.5ha; Bajra: 40642.0ha; Potato: 12056.2ha
Uttar Pradesh,Mau,199370.0,Wheat,95184.5,Wheat: 95184.5ha; Rice: 87950.8ha; Sugarcane: 6590.8ha; Arhar/Tur: 2211.5ha; Barley: 2032.8ha
Uttar Pradesh,Meerut,232403.8,Sugarcane,133453.8,Sugarcane: 133453.8ha; Wheat: 76600.5ha; Rice: 7711.9ha; Potato: 5684.2ha; Rapeseed &Mustard: 5296.0ha
Uttar Pradesh,Mirzapur,253486.1,Wheat,96467.8,Wheat: 96467.8ha; Rice: 88367.5ha; Gram: 13328.0ha; Arhar/Tur: 12954.8ha; Bajra: 9636.2ha
Uttar Pradesh,Moradabad,225528.9,Wheat,120620.5,Wheat: 120620.5ha; Sugarcane: 48146.2ha; Rice: 46540.2ha; Bajra: 2933.0ha; Rapeseed &Mustard: 2394.2ha
Uttar Pradesh,Muzaffarnagar,271532.3,Sugarcane,174863.2,Sugarcane: 174863.2ha; Wheat: 83400.8ha; Rice: 6772.6ha; Rapeseed &Mustard: 3900.5ha; Potato: 1099.8ha
Uttar Pradesh,Pilibhit,313619.5,Wheat,139818.0,Wheat: 139818.0ha; Rice: 82957.0ha; Sugarcane: 72900.8ha; Rapeseed &Mustard: 11074.5ha; Masoor: 1479.2ha
Uttar Pradesh,Pratapgarh,292688.4,Wheat,149352.0,Wheat: 149352.0ha; Rice: 96925.0ha; Bajra: 10365.2ha; Arhar/Tur: 6592.2ha; Potato: 5869.0ha
Uttar Pradesh,Rae Bareli,273507.9,Wheat,133245.5,Wheat: 133245.5ha; Rice: 90490.0ha; Rapeseed &Mustard: 7199.5ha; Urad: 7056.8ha; Gram: 6094.5ha
Uttar Pradesh,Rampur,258888.8,Wheat,146448.2,Wheat: 146448.2ha; Rice: 71854.2ha; Sugarcane: 22450.5ha; Rapeseed &Mustard: 4032.0ha; Urad: 3553.2ha
Uttar Pradesh,Saharanpur,307685.5,Sugarcane,138017.0,Sugarcane: 138017.0ha; Wheat: 112102.8ha; Rice: 46616.4ha; Groundnut: 3152.8ha; Maize: 2913.4ha
Uttar Pradesh,Sambhal,315422.5,Wheat,138910.2,Wheat: 138910.2ha; Bajra: 72606.0ha; Rice: 38173.0ha; Sugarcane: 29538.0ha; Rapeseed &Mustard: 12393.8ha
Uttar Pradesh,Sant Kabeer Nagar,158571.5,Wheat,91174.8,Wheat: 91174.8ha; Rice: 46660.2ha; Peas & beans (Pulses): 3777.2ha; Sugarcane: 3775.5ha; Rapeseed &Mustard: 3156.0ha
Uttar Pradesh,Sant Ravidas Nagar,89929.1,Wheat,47968.8,Wheat: 47968.8ha; Rice: 22914.8ha; Bajra: 8576.8ha; Arhar/Tur: 3553.5ha; Potato: 1364.5ha
Uttar Pradesh,Shahjahanpur,470734.1,Wheat,256802.0,Wheat: 256802.0ha; Rice: 103819.8ha; Sugarcane: 40700.8ha; Masoor: 21141.5ha; Rapeseed &Mustard: 14076.5ha
Uttar Pradesh,Shamli,127602.9,Sugarcane,64703.8,Sugarcane: 64703.8ha; Wheat: 49029.8ha; Rice: 10252.9ha; Rapeseed &Mustard: 1390.5ha; Urad: 547.2ha
Uttar Pradesh,Shravasti,184360.3,Rice,75906.5,Rice: 75906.5ha; Wheat: 70529.5ha; Masoor: 17699.8ha; Sugarcane: 8019.5ha; Maize: 4494.8ha
Uttar Pradesh,Siddharth Nagar,315438.4,Wheat,157350.0,Wheat: 157350.0ha; Rice: 139132.4ha; Masoor: 3475.5ha; Peas & beans (Pulses): 3246.8ha; Rapeseed &Mustard: 3205.2ha
Uttar Pradesh,Sitapur,526696.7,Wheat,209301.8,Wheat: 209301.8ha; Sugarcane: 146991.0ha; Rice: 81361.4ha; Rapeseed &Mustard: 27752.2ha; Masoor: 17011.2ha
Uttar Pradesh,Sonbhadra,168201.9,Wheat,57148.2,Wheat: 57148.2ha; Rice: 33518.2ha; Gram: 11271.8ha; Arhar/Tur: 10312.5ha; Masoor: 9477.2ha
Uttar Pradesh,Sultanpur,249633.6,Wheat,106092.5,Wheat: 106092.5ha; Rice: 94626.2ha; Sugarcane: 9447.2ha; Peas & beans (Pulses): 5851.0ha; Potato: 5707.5ha
Uttar Pradesh,Unnao,425128.0,Wheat,242718.0,Wheat: 242718.0ha; Rice: 98479.2ha; Rapeseed &Mustard: 16596.5ha; Urad: 15359.4ha; Sesamum: 12022.0ha
Uttar Pradesh,Varanasi,147851.2,Wheat,69404.8,Wheat: 69404.8ha; Rice: 49390.0ha; Bajra: 5425.0ha; Arhar/Tur: 4219.8ha; Sugarcane: 3696.5ha
Uttarakhand,Almora,96779.0,Ragi,29537.0,Ragi: 29537.0ha; Wheat: 25105.2ha; Rice: 13870.4ha; Small millets: 12163.2ha; Barley: 3245.2ha
Uttarakhand,Bageshwar,39125.6,Wheat,14874.4,Wheat: 14874.4ha; Rice: 13716.4ha; Ragi: 5225.2ha; Masoor: 1362.2ha; Other Kharif pulses: 1149.6ha
Uttarakhand,Chamoli,46025.7,Wheat,13367.8,Wheat: 13367.8ha; Rice: 11203.4ha; Ragi: 9365.4ha; Small millets: 5138.6ha; Barley: 1860.6ha
Uttarakhand,Champawat,22974.0,Wheat,5773.2,Wheat: 5773.2ha; Rice: 5192.2ha; Ragi: 4554.0ha; Horse-gram: 922.6ha; Small millets: 808.4ha
Uttarakhand,Dehradun,41013.4,Wheat,15603.6,Wheat: 15603.6ha; Rice: 9061.2ha; Maize: 4590.7ha; Sugarcane: 3853.6ha; Other Kharif pulses: 1299.8ha
Uttarakhand,Haridwar,124913.4,Sugarcane,69923.6,Sugarcane: 69923.6ha; Wheat: 44691.0ha; Rice: 7332.4ha; Rapeseed &Mustard: 1369.6ha; Groundnut: 597.4ha
Uttarakhand,Nainital,47327.9,Wheat,21769.0,Wheat: 21769.0ha; Rice: 5732.7ha; Soyabean: 5247.0ha; Sugarcane: 2938.6ha; Maize: 1912.7ha
Uttarakhand,Pauri Garhwal,65165.7,Ragi,16062.4,Ragi: 16062.4ha; Wheat: 12876.2ha; Small millets: 10056.0ha; Rice: 8997.0ha; Barley: 4192.2ha
Uttarakhand,Pithoragarh,63673.4,Rice,19100.4,Rice: 19100.4ha; Wheat: 18998.4ha; Ragi: 6610.4ha; Masoor: 3726.0ha; Barley: 3479.4ha
Uttarakhand,Rudra Prayag,30753.3,Wheat,9707.2,Wheat: 9707.2ha; Rice: 8567.0ha; Ragi: 6418.8ha; Small millets: 3176.2ha; Barley: 1486.2ha
Uttarakhand,Tehri Garhwal,71006.1,Wheat,18793.8,Wheat: 18793.8ha; Small millets: 14097.2ha; Rice: 10655.0ha; Ragi: 10502.8ha; Horse-gram: 3414.6ha
Uttarakhand,Udam Singh Nagar,189198.1,Wheat,104033.6,Wheat: 104033.6ha; Rice: 61664.1ha; Sugarcane: 14748.6ha; Rapeseed &Mustard: 3969.8ha; Peas & beans (Pulses): 3464.2ha
Uttarakhand,Uttar Kashi,38257.4,Rice,10393.2,Rice: 10393.2ha; Wheat: 9986.0ha; Ragi: 4833.2ha; Small millets: 3777.8ha; Other Kharif pulses: 2023.6ha
West Bengal,24 Paraganas North,220047.3,Rice,75744.4,Rice: 75744.4ha; Jute: 56845.8ha; Rapeseed &Mustard: 40364.8ha; Masoor: 10538.0ha; Sesamum: 9794.8ha
West Bengal,24 Paraganas South,211879.4,Rice,129983.3,Rice: 129983.3ha; Moong(Green Gram): 36449.0ha; Khesari: 19373.0ha; Sunflower: 5695.8ha; Coconut: 4281.0ha
West Bengal,Alipurduar,80946.1,Rice,26545.8,Rice: 26545.8ha; Potato: 14348.2ha; Jute: 13418.2ha; Maize: 8269.0ha; Rapeseed &Mustard: 4910.5ha
West Bengal,Bankura,196567.7,Rice,127669.1,Rice: 127669.1ha; Potato: 32836.2ha; Rapeseed &Mustard: 16134.0ha; Sesamum: 9068.4ha; Masoor: 3273.5ha
West Bengal,Birbhum,259451.3,Rice,133414.8,Rice: 133414.8ha; Rapeseed &Mustard: 35571.0ha; Wheat: 30744.5ha; Masoor: 17717.2ha; Potato: 15918.0ha
